date,product_id,delivery_days,lead_time_days,transporter,delivery_status
2025-01-15 13:35:44.019029,P008,2,5,Transporter_1,OnTime
2025-01-15 13:35:44.019029,P009,4,9,Transporter_4,OnTime
2025-01-15 13:35:44.019029,P010,5,2,Transporter_2,OnTime
2025-01-16 13:35:44.019029,P001,6,1,Transporter_3,OnTime
2025-01-16 13:35:44.019029,P002,6,5,Transporter_3,OnTime
2025-01-16 13:35:44.019029,P003,6,8,Transporter_1,OnTime
2025-01-16 13:35:44.019029,P004,5,3,Transporter_4,OnTime
2025-01-16 13:35:44.019029,P005,1,8,Transporter_1,OnTime
2025-01-16 13:35:44.019029,P006,4,6,Transporter_4,OnTime
2025-01-16 13:35:44.019029,P007,1,5,Transporter_1,OnTime
2025-01-16 13:35:44.019029,P008,5,5,Transporter_1,OnTime
2025-01-16 13:35:44.019029,P009,1,7,Transporter_1,OnTime
2025-01-16 13:35:44.019029,P010,4,5,Transporter_4,OnTime
2025-01-17 13:35:44.019029,P001,2,6,Transporter_3,OnTime
2025-01-17 13:35:44.019029,P002,4,7,Transporter_1,OnTime
2025-01-17 13:35:44.019029,P003,5,4,Transporter_4,OnTime
2025-01-17 13:35:44.019029,P004,2,6,Transporter_2,OnTime
2025-01-17 13:35:44.019029,P005,2,1,Transporter_4,OnTime
2025-01-17 13:35:44.019029,P006,6,8,Transporter_4,OnTime
2025-01-17 13:35:44.019029,P007,3,3,Transporter_2,OnTime
2025-01-17 13:35:44.019029,P008,6,8,Transporter_4,OnTime
2025-01-17 13:35:44.019029,P009,2,3,Transporter_2,OnTime
2025-01-17 13:35:44.019029,P010,4,8,Transporter_4,Delayed
2025-01-18 13:35:44.019029,P001,6,3,Transporter_2,OnTime
2025-01-18 13:35:44.019029,P002,5,5,Transporter_2,OnTime
2025-01-18 13:35:44.019029,P003,1,8,Transporter_1,OnTime
2025-01-18 13:35:44.019029,P004,4,4,Transporter_4,OnTime
2025-01-18 13:35:44.019029,P005,1,7,Transporter_1,Delayed
2025-01-18 13:35:44.019029,P006,3,3,Transporter_1,OnTime
2025-01-18 13:35:44.019029,P007,6,1,Transporter_3,OnTime
2025-01-18 13:35:44.019029,P008,2,4,Transporter_1,Delayed
2025-01-18 13:35:44.019029,P009,3,7,Transporter_1,OnTime
2025-01-18 13:35:44.019029,P010,6,3,Transporter_1,Delayed
2025-01-19 13:35:44.019029,P001,6,3,Transporter_4,OnTime
2025-01-19 13:35:44.019029,P002,5,1,Transporter_2,Delayed
2025-01-19 13:35:44.019029,P003,1,5,Transporter_4,OnTime
2025-01-19 13:35:44.019029,P004,3,8,Transporter_1,OnTime
2025-01-19 13:35:44.019029,P005,4,3,Transporter_1,Delayed
2025-01-19 13:35:44.019029,P006,2,8,Transporter_1,OnTime
2025-01-19 13:35:44.019029,P007,6,5,Transporter_2,OnTime
2025-01-19 13:35:44.019029,P008,1,7,Transporter_1,OnTime
2025-01-19 13:35:44.019029,P009,1,5,Transporter_4,OnTime
2025-01-19 13:35:44.019029,P010,2,8,Transporter_1,OnTime
2025-01-20 13:35:44.019029,P001,4,6,Transporter_4,OnTime
2025-01-20 13:35:44.019029,P002,4,8,Transporter_2,OnTime
2025-01-20 13:35:44.019029,P003,5,1,Transporter_3,OnTime
2025-01-20 13:35:44.019029,P004,2,2,Transporter_3,OnTime
2025-01-20 13:35:44.019029,P005,2,7,Transporter_3,OnTime
2025-01-20 13:35:44.019029,P006,4,8,Transporter_1,OnTime
2025-01-20 13:35:44.019029,P007,4,9,Transporter_1,Delayed
2025-01-20 13:35:44.019029,P008,1,1,Transporter_4,OnTime
2025-01-20 13:35:44.019029,P009,3,8,Transporter_3,Delayed
2025-01-20 13:35:44.019029,P010,5,7,Transporter_4,OnTime
2025-01-21 13:35:44.019029,P001,2,1,Transporter_4,OnTime
2025-01-21 13:35:44.019029,P002,1,7,Transporter_3,OnTime
2025-01-21 13:35:44.019029,P003,3,7,Transporter_2,OnTime
2025-01-21 13:35:44.019029,P004,3,4,Transporter_3,OnTime
2025-01-21 13:35:44.019029,P005,4,9,Transporter_4,OnTime
2025-01-21 13:35:44.019029,P006,3,2,Transporter_1,OnTime
2025-01-21 13:35:44.019029,P007,3,9,Transporter_2,OnTime
2025-01-21 13:35:44.019029,P008,5,5,Transporter_4,OnTime
2025-01-21 13:35:44.019029,P009,2,5,Transporter_1,OnTime
2025-01-21 13:35:44.019029,P010,5,1,Transporter_1,OnTime
2025-01-22 13:35:44.019029,P001,6,1,Transporter_2,Delayed
2025-01-22 13:35:44.019029,P002,4,3,Transporter_3,OnTime
2025-01-22 13:35:44.019029,P003,2,2,Transporter_3,Delayed
2025-01-22 13:35:44.019029,P004,2,3,Transporter_1,OnTime
2025-01-22 13:35:44.019029,P005,4,3,Transporter_4,OnTime
2025-01-22 13:35:44.019029,P006,2,8,Transporter_2,OnTime
2025-01-22 13:35:44.019029,P007,5,5,Transporter_1,OnTime
2025-01-22 13:35:44.019029,P008,3,6,Transporter_3,OnTime
2025-01-22 13:35:44.019029,P009,2,8,Transporter_2,OnTime
2025-01-22 13:35:44.019029,P010,3,2,Transporter_2,OnTime
2025-01-23 13:35:44.019029,P001,1,4,Transporter_4,Delayed
2025-01-23 13:35:44.019029,P002,1,2,Transporter_3,OnTime
2025-01-23 13:35:44.019029,P003,2,3,Transporter_1,OnTime
2025-01-23 13:35:44.019029,P004,1,9,Transporter_4,OnTime
2025-01-23 13:35:44.019029,P005,3,2,Transporter_3,OnTime
2025-01-23 13:35:44.019029,P006,4,1,Transporter_3,OnTime
2025-01-23 13:35:44.019029,P007,4,9,Transporter_1,OnTime
2025-01-23 13:35:44.019029,P008,6,6,Transporter_1,OnTime
2025-01-23 13:35:44.019029,P009,6,1,Transporter_4,OnTime
2025-01-23 13:35:44.019029,P010,2,2,Transporter_4,OnTime
2025-01-24 13:35:44.019029,P001,6,3,Transporter_3,OnTime
2025-01-24 13:35:44.019029,P002,3,8,Transporter_1,OnTime
2025-01-24 13:35:44.019029,P003,3,5,Transporter_1,Delayed
2025-01-24 13:35:44.019029,P004,2,2,Transporter_4,Delayed
2025-01-24 13:35:44.019029,P005,6,4,Transporter_2,OnTime
2025-01-24 13:35:44.019029,P006,4,4,Transporter_1,Delayed
2025-01-24 13:35:44.019029,P007,4,8,Transporter_1,OnTime
2025-01-24 13:35:44.019029,P008,3,5,Transporter_4,OnTime
2025-01-24 13:35:44.019029,P009,5,2,Transporter_4,Delayed
2025-01-24 13:35:44.019029,P010,5,7,Transporter_3,OnTime
2025-01-25 13:35:44.019029,P001,1,7,Transporter_2,Delayed
2025-01-25 13:35:44.019029,P002,5,5,Transporter_2,OnTime
2025-01-25 13:35:44.019029,P003,6,7,Transporter_3,OnTime
2025-01-25 13:35:44.019029,P004,3,3,Transporter_2,OnTime
2025-01-25 13:35:44.019029,P005,6,5,Transporter_1,OnTime
2025-01-25 13:35:44.019029,P006,5,7,Transporter_3,OnTime
2025-01-25 13:35:44.019029,P007,5,3,Transporter_2,OnTime
2025-01-25 13:35:44.019029,P008,4,4,Transporter_4,Delayed
2025-01-25 13:35:44.019029,P009,4,8,Transporter_2,OnTime
2025-01-25 13:35:44.019029,P010,6,2,Transporter_1,OnTime
2025-01-26 13:35:44.019029,P001,1,8,Transporter_3,OnTime
2025-01-26 13:35:44.019029,P002,5,9,Transporter_4,OnTime
2025-01-26 13:35:44.019029,P003,6,8,Transporter_4,OnTime
2025-01-26 13:35:44.019029,P004,1,7,Transporter_4,OnTime
2025-01-26 13:35:44.019029,P005,5,2,Transporter_3,Delayed
2025-01-26 13:35:44.019029,P006,6,2,Transporter_4,Delayed
2025-01-26 13:35:44.019029,P007,5,7,Transporter_2,OnTime
2025-01-26 13:35:44.019029,P008,5,6,Transporter_3,OnTime
2025-01-26 13:35:44.019029,P009,5,3,Transporter_1,Delayed
2025-01-26 13:35:44.019029,P010,5,2,Transporter_2,OnTime
2025-01-27 13:35:44.019029,P001,6,6,Transporter_4,OnTime
2025-01-27 13:35:44.019029,P002,1,5,Transporter_1,OnTime
2025-01-27 13:35:44.019029,P003,1,1,Transporter_3,OnTime
2025-01-27 13:35:44.019029,P004,2,2,Transporter_2,OnTime
2025-01-27 13:35:44.019029,P005,3,3,Transporter_2,OnTime
2025-01-27 13:35:44.019029,P006,2,7,Transporter_1,OnTime
2025-01-27 13:35:44.019029,P007,6,9,Transporter_2,OnTime
2025-01-27 13:35:44.019029,P008,4,3,Transporter_3,Delayed
2025-01-27 13:35:44.019029,P009,4,4,Transporter_2,OnTime
2025-01-27 13:35:44.019029,P010,5,5,Transporter_4,OnTime
2025-01-28 13:35:44.019029,P001,3,9,Transporter_2,OnTime
2025-01-28 13:35:44.019029,P002,4,1,Transporter_1,Delayed
2025-01-28 13:35:44.019029,P003,6,4,Transporter_1,OnTime
2025-01-28 13:35:44.019029,P004,2,7,Transporter_1,OnTime
2025-01-28 13:35:44.019029,P005,3,8,Transporter_4,OnTime
2025-01-28 13:35:44.019029,P006,1,9,Transporter_4,OnTime
2025-01-28 13:35:44.019029,P007,5,7,Transporter_2,OnTime
2025-01-28 13:35:44.019029,P008,3,8,Transporter_1,OnTime
2025-01-28 13:35:44.019029,P009,4,7,Transporter_3,OnTime
2025-01-28 13:35:44.019029,P010,1,4,Transporter_2,OnTime
2025-01-29 13:35:44.019029,P001,2,7,Transporter_4,OnTime
2025-01-29 13:35:44.019029,P002,1,7,Transporter_1,OnTime
2025-01-29 13:35:44.019029,P003,6,3,Transporter_2,OnTime
2025-01-29 13:35:44.019029,P004,4,7,Transporter_4,OnTime
2025-01-29 13:35:44.019029,P005,3,2,Transporter_2,OnTime
2025-01-29 13:35:44.019029,P006,6,8,Transporter_3,OnTime
2025-01-29 13:35:44.019029,P007,5,2,Transporter_3,OnTime
2025-01-29 13:35:44.019029,P008,2,1,Transporter_4,OnTime
2025-01-29 13:35:44.019029,P009,2,3,Transporter_1,Delayed
2025-01-29 13:35:44.019029,P010,1,9,Transporter_2,OnTime
2025-01-30 13:35:44.019029,P001,1,3,Transporter_3,OnTime
2025-01-30 13:35:44.019029,P002,5,6,Transporter_3,OnTime
2025-01-30 13:35:44.019029,P003,5,4,Transporter_3,OnTime
2025-01-30 13:35:44.019029,P004,2,7,Transporter_3,OnTime
2025-01-30 13:35:44.019029,P005,3,1,Transporter_3,OnTime
2025-01-30 13:35:44.019029,P006,6,5,Transporter_3,OnTime
2025-01-30 13:35:44.019029,P007,6,2,Transporter_2,OnTime
2025-01-30 13:35:44.019029,P008,1,5,Transporter_2,OnTime
2025-01-30 13:35:44.019029,P009,3,7,Transporter_1,OnTime
2025-01-30 13:35:44.019029,P010,6,6,Transporter_4,Delayed
2025-01-31 13:35:44.019029,P001,3,7,Transporter_2,OnTime
2025-01-31 13:35:44.019029,P002,1,3,Transporter_1,OnTime
2025-01-31 13:35:44.019029,P003,4,9,Transporter_2,OnTime
2025-01-31 13:35:44.019029,P004,1,1,Transporter_2,OnTime
2025-01-31 13:35:44.019029,P005,4,2,Transporter_4,OnTime
2025-01-31 13:35:44.019029,P006,6,6,Transporter_2,OnTime
2025-01-31 13:35:44.019029,P007,3,5,Transporter_3,OnTime
2025-01-31 13:35:44.019029,P008,4,6,Transporter_1,OnTime
2025-01-31 13:35:44.019029,P009,4,1,Transporter_3,OnTime
2025-01-31 13:35:44.019029,P010,1,9,Transporter_1,OnTime
2025-02-01 13:35:44.019029,P001,3,7,Transporter_1,OnTime
2025-02-01 13:35:44.019029,P002,1,2,Transporter_3,OnTime
2025-02-01 13:35:44.019029,P003,6,9,Transporter_1,Delayed
2025-02-01 13:35:44.019029,P004,4,8,Transporter_1,OnTime
2025-02-01 13:35:44.019029,P005,6,5,Transporter_2,OnTime
2025-02-01 13:35:44.019029,P006,6,4,Transporter_2,OnTime
2025-02-01 13:35:44.019029,P007,5,9,Transporter_3,OnTime
2025-02-01 13:35:44.019029,P008,2,3,Transporter_4,OnTime
2025-02-01 13:35:44.019029,P009,4,1,Transporter_4,OnTime
2025-02-01 13:35:44.019029,P010,2,7,Transporter_3,OnTime
2025-02-02 13:35:44.019029,P001,6,5,Transporter_3,OnTime
2025-02-02 13:35:44.019029,P002,2,9,Transporter_2,OnTime
2025-02-02 13:35:44.019029,P003,1,5,Transporter_2,OnTime
2025-02-02 13:35:44.019029,P004,1,5,Transporter_3,OnTime
2025-02-02 13:35:44.019029,P005,5,3,Transporter_3,OnTime
2025-02-02 13:35:44.019029,P006,5,9,Transporter_1,Delayed
2025-02-02 13:35:44.019029,P007,3,3,Transporter_4,OnTime
2025-02-02 13:35:44.019029,P008,6,8,Transporter_2,OnTime
2025-02-02 13:35:44.019029,P009,3,8,Transporter_2,OnTime
2025-02-02 13:35:44.019029,P010,1,4,Transporter_2,OnTime
2025-02-03 13:35:44.019029,P001,5,7,Transporter_4,OnTime
2025-02-03 13:35:44.019029,P002,1,5,Transporter_4,OnTime
2025-02-03 13:35:44.019029,P003,1,6,Transporter_3,OnTime
2025-02-03 13:35:44.019029,P004,4,2,Transporter_3,OnTime
2025-02-03 13:35:44.019029,P005,4,4,Transporter_3,OnTime
2025-02-03 13:35:44.019029,P006,4,9,Transporter_1,OnTime
2025-02-03 13:35:44.019029,P007,2,8,Transporter_1,OnTime
2025-02-03 13:35:44.019029,P008,6,1,Transporter_2,OnTime
2025-02-03 13:35:44.019029,P009,5,2,Transporter_2,OnTime
2025-02-03 13:35:44.019029,P010,5,4,Transporter_2,OnTime
2025-02-04 13:35:44.019029,P001,1,9,Transporter_3,OnTime
2025-02-04 13:35:44.019029,P002,1,6,Transporter_1,OnTime
2025-02-04 13:35:44.019029,P003,6,7,Transporter_2,OnTime
2025-02-04 13:35:44.019029,P004,5,8,Transporter_3,OnTime
2025-02-04 13:35:44.019029,P005,3,8,Transporter_4,OnTime
2025-02-04 13:35:44.019029,P006,5,9,Transporter_1,Delayed
2025-02-04 13:35:44.019029,P007,2,8,Transporter_1,Delayed
2025-02-04 13:35:44.019029,P008,2,6,Transporter_4,OnTime
2025-02-04 13:35:44.019029,P009,2,1,Transporter_3,OnTime
2025-02-04 13:35:44.019029,P010,3,4,Transporter_4,OnTime
2025-02-05 13:35:44.019029,P001,1,6,Transporter_3,Delayed
2025-02-05 13:35:44.019029,P002,5,1,Transporter_3,OnTime
2025-02-05 13:35:44.019029,P003,5,7,Transporter_1,OnTime
2025-02-05 13:35:44.019029,P004,5,6,Transporter_3,Delayed
2025-02-05 13:35:44.019029,P005,1,6,Transporter_2,OnTime
2025-02-05 13:35:44.019029,P006,3,3,Transporter_3,OnTime
2025-02-05 13:35:44.019029,P007,1,8,Transporter_3,OnTime
2025-02-05 13:35:44.019029,P008,6,1,Transporter_1,Delayed
2025-02-05 13:35:44.019029,P009,4,2,Transporter_3,OnTime
2025-02-05 13:35:44.019029,P010,2,3,Transporter_4,OnTime
2025-02-06 13:35:44.019029,P001,1,8,Transporter_4,OnTime
2025-02-06 13:35:44.019029,P002,3,3,Transporter_2,OnTime
2025-02-06 13:35:44.019029,P003,1,3,Transporter_4,Delayed
2025-02-06 13:35:44.019029,P004,4,1,Transporter_3,OnTime
2025-02-06 13:35:44.019029,P005,1,7,Transporter_2,OnTime
2025-02-06 13:35:44.019029,P006,5,3,Transporter_1,OnTime
2025-02-06 13:35:44.019029,P007,1,5,Transporter_2,OnTime
2025-02-06 13:35:44.019029,P008,3,3,Transporter_3,OnTime
2025-02-06 13:35:44.019029,P009,3,9,Transporter_3,OnTime
2025-02-06 13:35:44.019029,P010,3,7,Transporter_1,OnTime
2025-02-07 13:35:44.019029,P001,5,4,Transporter_4,OnTime
2025-02-07 13:35:44.019029,P002,4,2,Transporter_1,OnTime
2025-02-07 13:35:44.019029,P003,4,2,Transporter_3,OnTime
2025-02-07 13:35:44.019029,P004,2,2,Transporter_3,Delayed
2025-02-07 13:35:44.019029,P005,4,9,Transporter_2,OnTime
2025-02-07 13:35:44.019029,P006,5,1,Transporter_2,OnTime
2025-02-07 13:35:44.019029,P007,5,6,Transporter_4,OnTime
2025-02-07 13:35:44.019029,P008,6,9,Transporter_1,OnTime
2025-02-07 13:35:44.019029,P009,4,2,Transporter_4,OnTime
2025-02-07 13:35:44.019029,P010,1,5,Transporter_3,OnTime
2025-02-08 13:35:44.019029,P001,6,4,Transporter_3,OnTime
2025-02-08 13:35:44.019029,P002,6,6,Transporter_3,OnTime
2025-02-08 13:35:44.019029,P003,2,9,Transporter_4,OnTime
2025-02-08 13:35:44.019029,P004,4,7,Transporter_4,OnTime
2025-02-08 13:35:44.019029,P005,3,2,Transporter_1,OnTime
2025-02-08 13:35:44.019029,P006,4,6,Transporter_3,OnTime
2025-02-08 13:35:44.019029,P007,1,1,Transporter_4,Delayed
2025-02-08 13:35:44.019029,P008,3,1,Transporter_4,OnTime
2025-02-08 13:35:44.019029,P009,5,1,Transporter_1,OnTime
2025-02-08 13:35:44.019029,P010,1,1,Transporter_2,OnTime
2025-02-09 13:35:44.019029,P001,4,3,Transporter_3,OnTime
2025-02-09 13:35:44.019029,P002,1,5,Transporter_4,OnTime
2025-02-09 13:35:44.019029,P003,6,3,Transporter_2,OnTime
2025-02-09 13:35:44.019029,P004,3,7,Transporter_1,Delayed
2025-02-09 13:35:44.019029,P005,3,4,Transporter_4,OnTime
2025-02-09 13:35:44.019029,P006,1,8,Transporter_2,OnTime
2025-02-09 13:35:44.019029,P007,3,2,Transporter_3,OnTime
2025-02-09 13:35:44.019029,P008,1,3,Transporter_2,Delayed
2025-02-09 13:35:44.019029,P009,1,3,Transporter_3,OnTime
2025-02-09 13:35:44.019029,P010,3,3,Transporter_3,OnTime
2025-02-10 13:35:44.019029,P001,3,2,Transporter_3,OnTime
2025-02-10 13:35:44.019029,P002,4,2,Transporter_4,OnTime
2025-02-10 13:35:44.019029,P003,1,7,Transporter_1,OnTime
2025-02-10 13:35:44.019029,P004,2,1,Transporter_4,OnTime
2025-02-10 13:35:44.019029,P005,1,5,Transporter_1,OnTime
2025-02-10 13:35:44.019029,P006,1,6,Transporter_3,OnTime
2025-02-10 13:35:44.019029,P007,1,8,Transporter_1,OnTime
2025-02-10 13:35:44.019029,P008,5,8,Transporter_2,OnTime
2025-02-10 13:35:44.019029,P009,4,8,Transporter_4,OnTime
2025-02-10 13:35:44.019029,P010,3,9,Transporter_2,Delayed
2025-02-11 13:35:44.019029,P001,4,7,Transporter_3,OnTime
2025-02-11 13:35:44.019029,P002,3,8,Transporter_2,OnTime
2025-02-11 13:35:44.019029,P003,6,8,Transporter_3,OnTime
2025-02-11 13:35:44.019029,P004,5,3,Transporter_4,OnTime
2025-02-11 13:35:44.019029,P005,6,7,Transporter_3,OnTime
2025-02-11 13:35:44.019029,P006,4,9,Transporter_4,OnTime
2025-02-11 13:35:44.019029,P007,4,4,Transporter_1,OnTime
2025-02-11 13:35:44.019029,P008,1,3,Transporter_4,Delayed
2025-02-11 13:35:44.019029,P009,1,5,Transporter_1,OnTime
2025-02-11 13:35:44.019029,P010,3,2,Transporter_3,OnTime
2025-02-12 13:35:44.019029,P001,1,9,Transporter_2,OnTime
2025-02-12 13:35:44.019029,P002,5,3,Transporter_2,Delayed
2025-02-12 13:35:44.019029,P003,5,4,Transporter_1,OnTime
2025-02-12 13:35:44.019029,P004,4,7,Transporter_4,Delayed
2025-02-12 13:35:44.019029,P005,1,7,Transporter_1,OnTime
2025-02-12 13:35:44.019029,P006,6,3,Transporter_2,OnTime
2025-02-12 13:35:44.019029,P007,5,3,Transporter_4,OnTime
2025-02-12 13:35:44.019029,P008,1,9,Transporter_1,OnTime
2025-02-12 13:35:44.019029,P009,4,4,Transporter_4,OnTime
2025-02-12 13:35:44.019029,P010,2,5,Transporter_4,Delayed
2025-02-13 13:35:44.019029,P001,4,5,Transporter_2,OnTime
2025-02-13 13:35:44.019029,P002,2,7,Transporter_1,OnTime
2025-02-13 13:35:44.019029,P003,3,8,Transporter_2,OnTime
2025-02-13 13:35:44.019029,P004,2,2,Transporter_2,OnTime
2025-02-13 13:35:44.019029,P005,3,7,Transporter_4,OnTime
2025-02-13 13:35:44.019029,P006,4,2,Transporter_4,OnTime
2025-02-13 13:35:44.019029,P007,3,3,Transporter_2,OnTime
2025-02-13 13:35:44.019029,P008,1,3,Transporter_4,OnTime
2025-02-13 13:35:44.019029,P009,5,2,Transporter_2,OnTime
2025-02-13 13:35:44.019029,P010,4,9,Transporter_2,OnTime
2025-02-14 13:35:44.019029,P001,1,2,Transporter_1,OnTime
2025-02-14 13:35:44.019029,P002,1,5,Transporter_2,OnTime
2025-02-14 13:35:44.019029,P003,1,6,Transporter_2,OnTime
2025-02-14 13:35:44.019029,P004,5,4,Transporter_3,OnTime
2025-02-14 13:35:44.019029,P005,2,2,Transporter_3,OnTime
2025-02-14 13:35:44.019029,P006,6,5,Transporter_4,OnTime
2025-02-14 13:35:44.019029,P007,5,6,Transporter_3,OnTime
2025-02-14 13:35:44.019029,P008,2,5,Transporter_1,Delayed
2025-02-14 13:35:44.019029,P009,1,9,Transporter_1,OnTime
2025-02-14 13:35:44.019029,P010,4,6,Transporter_1,OnTime
2025-02-15 13:35:44.019029,P001,5,7,Transporter_2,OnTime
2025-02-15 13:35:44.019029,P002,3,7,Transporter_3,Delayed
2025-02-15 13:35:44.019029,P003,6,3,Transporter_2,OnTime
2025-02-15 13:35:44.019029,P004,6,1,Transporter_1,Delayed
2025-02-15 13:35:44.019029,P005,2,4,Transporter_2,OnTime
2025-02-15 13:35:44.019029,P006,5,9,Transporter_4,OnTime
2025-02-15 13:35:44.019029,P007,6,7,Transporter_3,OnTime
2025-02-15 13:35:44.019029,P008,6,2,Transporter_1,OnTime
2025-02-15 13:35:44.019029,P009,3,5,Transporter_3,OnTime
2025-02-15 13:35:44.019029,P010,4,1,Transporter_4,OnTime
2025-02-16 13:35:44.019029,P001,4,4,Transporter_3,Delayed
2025-02-16 13:35:44.019029,P002,5,2,Transporter_4,OnTime
2025-02-16 13:35:44.019029,P003,3,4,Transporter_3,OnTime
2025-02-16 13:35:44.019029,P004,3,6,Transporter_4,OnTime
2025-02-16 13:35:44.019029,P005,2,2,Transporter_2,OnTime
2025-02-16 13:35:44.019029,P006,6,3,Transporter_4,OnTime
2025-02-16 13:35:44.019029,P007,3,5,Transporter_4,OnTime
2025-02-16 13:35:44.019029,P008,2,2,Transporter_3,OnTime
2025-02-16 13:35:44.019029,P009,5,5,Transporter_4,OnTime
2025-02-16 13:35:44.019029,P010,3,4,Transporter_2,Delayed
2025-02-17 13:35:44.019029,P001,5,5,Transporter_3,OnTime
2025-02-17 13:35:44.019029,P002,3,8,Transporter_4,OnTime
2025-02-17 13:35:44.019029,P003,3,7,Transporter_2,OnTime
2025-02-17 13:35:44.019029,P004,4,5,Transporter_2,OnTime
2025-02-17 13:35:44.019029,P005,3,5,Transporter_4,OnTime
2025-02-17 13:35:44.019029,P006,6,1,Transporter_4,OnTime
2025-02-17 13:35:44.019029,P007,2,5,Transporter_1,OnTime
2025-02-17 13:35:44.019029,P008,5,4,Transporter_2,OnTime
