date,product_id,region,daily_sales,price,promotion
2025-01-12 13:35:44.019029,P010,North,150,161.38,0
2025-01-13 13:35:44.019029,P001,North,67,338.9,0
2025-01-13 13:35:44.019029,P002,West,46,175.28,0
2025-01-13 13:35:44.019029,P003,East,63,395.04,0
2025-01-13 13:35:44.019029,P004,East,192,164.5,1
2025-01-13 13:35:44.019029,P005,East,97,361.77,0
2025-01-13 13:35:44.019029,P006,South,88,87.67,1
2025-01-13 13:35:44.019029,P007,West,62,189.59,0
2025-01-13 13:35:44.019029,P008,West,181,383.98,0
2025-01-13 13:35:44.019029,P009,South,192,446.8,0
2025-01-13 13:35:44.019029,P010,North,98,254.6,0
2025-01-14 13:35:44.019029,P001,East,58,278.25,0
2025-01-14 13:35:44.019029,P002,South,37,219.39,1
2025-01-14 13:35:44.019029,P003,East,44,157.03,0
2025-01-14 13:35:44.019029,P004,South,118,429.1,0
2025-01-14 13:35:44.019029,P005,West,81,355.44,0
2025-01-14 13:35:44.019029,P006,South,51,440.76,0
2025-01-14 13:35:44.019029,P007,West,174,456.53,1
2025-01-14 13:35:44.019029,P008,South,28,97.26,0
2025-01-14 13:35:44.019029,P009,North,86,350.55,0
2025-01-14 13:35:44.019029,P010,East,87,267.08,0
2025-01-15 13:35:44.019029,P001,North,153,487.69,0
2025-01-15 13:35:44.019029,P002,North,55,383.29,0
2025-01-15 13:35:44.019029,P003,South,122,457.95,0
2025-01-15 13:35:44.019029,P004,North,55,140.17,0
2025-01-15 13:35:44.019029,P005,West,40,233.49,0
2025-01-15 13:35:44.019029,P006,South,162,472.5,0
2025-01-15 13:35:44.019029,P007,East,75,330.72,0
2025-01-15 13:35:44.019029,P008,South,27,453.88,0
2025-01-15 13:35:44.019029,P009,West,193,442.68,1
2025-01-15 13:35:44.019029,P010,East,40,311.62,0
2025-01-16 13:35:44.019029,P001,North,98,392.67,0
2025-01-16 13:35:44.019029,P002,East,97,123.42,0
2025-01-16 13:35:44.019029,P003,North,158,171.74,0
2025-01-16 13:35:44.019029,P004,South,125,485.77,0
2025-01-16 13:35:44.019029,P005,West,34,461.58,0
2025-01-16 13:35:44.019029,P006,West,150,58.74,0
2025-01-16 13:35:44.019029,P007,North,71,203.29,0
2025-01-16 13:35:44.019029,P008,South,176,204.78,1
2025-01-16 13:35:44.019029,P009,West,80,80.35,0
2025-01-16 13:35:44.019029,P010,South,105,397.85,0
2025-01-17 13:35:44.019029,P001,North,66,88.3,0
2025-01-17 13:35:44.019029,P002,West,149,190.14,0
2025-01-17 13:35:44.019029,P003,South,161,343.84,0
2025-01-17 13:35:44.019029,P004,East,191,345.53,0
2025-01-17 13:35:44.019029,P005,South,199,67.8,1
2025-01-17 13:35:44.019029,P006,East,76,124.3,0
2025-01-17 13:35:44.019029,P007,West,148,230.01,0
2025-01-17 13:35:44.019029,P008,East,125,297.48,0
2025-01-17 13:35:44.019029,P009,North,173,499.79,1
2025-01-17 13:35:44.019029,P010,East,168,143.94,0
2025-01-18 13:35:44.019029,P001,North,28,278.23,0
2025-01-18 13:35:44.019029,P002,East,179,346.37,0
2025-01-18 13:35:44.019029,P003,South,160,284.51,0
2025-01-18 13:35:44.019029,P004,South,91,398.61,0
2025-01-18 13:35:44.019029,P005,South,95,61.64,1
2025-01-18 13:35:44.019029,P006,West,64,464.13,1
2025-01-18 13:35:44.019029,P007,East,72,351.15,0
2025-01-18 13:35:44.019029,P008,West,169,497.44,0
2025-01-18 13:35:44.019029,P009,East,147,377.4,0
2025-01-18 13:35:44.019029,P010,East,21,366.48,1
2025-01-19 13:35:44.019029,P001,West,128,144.36,0
2025-01-19 13:35:44.019029,P002,West,187,395.33,1
2025-01-19 13:35:44.019029,P003,South,86,285.81,0
2025-01-19 13:35:44.019029,P004,West,111,69.1,1
2025-01-19 13:35:44.019029,P005,North,40,256.42,0
2025-01-19 13:35:44.019029,P006,North,174,233.3,0
2025-01-19 13:35:44.019029,P007,North,56,219.73,0
2025-01-19 13:35:44.019029,P008,North,140,287.21,0
2025-01-19 13:35:44.019029,P009,North,102,59.83,1
2025-01-19 13:35:44.019029,P010,South,68,189.7,0
2025-01-20 13:35:44.019029,P001,North,188,155.4,0
2025-01-20 13:35:44.019029,P002,West,189,396.14,0
2025-01-20 13:35:44.019029,P003,South,184,212.8,1
2025-01-20 13:35:44.019029,P004,East,38,225.38,1
2025-01-20 13:35:44.019029,P005,North,75,246.96,1
2025-01-20 13:35:44.019029,P006,West,176,298.67,0
2025-01-20 13:35:44.019029,P007,North,89,221.43,0
2025-01-20 13:35:44.019029,P008,East,63,374.75,0
2025-01-20 13:35:44.019029,P009,South,57,164.45,0
2025-01-20 13:35:44.019029,P010,North,74,344.09,0
2025-01-21 13:35:44.019029,P001,South,93,321.84,0
2025-01-21 13:35:44.019029,P002,South,104,178.7,0
2025-01-21 13:35:44.019029,P003,South,173,144.72,0
2025-01-21 13:35:44.019029,P004,East,182,188.77,0
2025-01-21 13:35:44.019029,P005,West,108,198.32,0
2025-01-21 13:35:44.019029,P006,West,22,124.26,0
2025-01-21 13:35:44.019029,P007,South,113,331.69,1
2025-01-21 13:35:44.019029,P008,South,164,351.94,1
2025-01-21 13:35:44.019029,P009,West,56,245.08,0
2025-01-21 13:35:44.019029,P010,North,196,297.26,0
2025-01-22 13:35:44.019029,P001,West,199,236.81,1
2025-01-22 13:35:44.019029,P002,North,126,306.95,0
2025-01-22 13:35:44.019029,P003,East,199,94.79,0
2025-01-22 13:35:44.019029,P004,East,67,341.37,1
2025-01-22 13:35:44.019029,P005,South,80,78.85,0
2025-01-22 13:35:44.019029,P006,East,21,201.78,0
2025-01-22 13:35:44.019029,P007,North,38,412.92,0
2025-01-22 13:35:44.019029,P008,West,67,436.49,0
2025-01-22 13:35:44.019029,P009,North,131,456.71,0
2025-01-22 13:35:44.019029,P010,South,63,400.47,0
2025-01-23 13:35:44.019029,P001,East,77,302.64,0
2025-01-23 13:35:44.019029,P002,West,83,178.47,0
2025-01-23 13:35:44.019029,P003,West,30,463.13,0
2025-01-23 13:35:44.019029,P004,South,53,410.65,1
2025-01-23 13:35:44.019029,P005,West,68,471.84,1
2025-01-23 13:35:44.019029,P006,North,96,492.99,0
2025-01-23 13:35:44.019029,P007,West,56,242.49,1
2025-01-23 13:35:44.019029,P008,East,197,480.77,0
2025-01-23 13:35:44.019029,P009,East,24,96.59,0
2025-01-23 13:35:44.019029,P010,South,43,261.32,0
2025-01-24 13:35:44.019029,P001,North,140,282.52,0
2025-01-24 13:35:44.019029,P002,West,147,465.97,1
2025-01-24 13:35:44.019029,P003,South,62,393.61,0
2025-01-24 13:35:44.019029,P004,South,36,89.15,0
2025-01-24 13:35:44.019029,P005,East,25,388.23,0
2025-01-24 13:35:44.019029,P006,West,135,200.88,0
2025-01-24 13:35:44.019029,P007,East,173,498.16,0
2025-01-24 13:35:44.019029,P008,North,93,475.0,0
2025-01-24 13:35:44.019029,P009,North,32,494.42,1
2025-01-24 13:35:44.019029,P010,West,61,384.68,0
2025-01-25 13:35:44.019029,P001,West,124,322.87,1
2025-01-25 13:35:44.019029,P002,North,160,103.81,0
2025-01-25 13:35:44.019029,P003,North,191,352.02,0
2025-01-25 13:35:44.019029,P004,East,46,74.61,1
2025-01-25 13:35:44.019029,P005,West,53,483.67,0
2025-01-25 13:35:44.019029,P006,North,111,99.49,0
2025-01-25 13:35:44.019029,P007,West,60,240.63,1
2025-01-25 13:35:44.019029,P008,North,160,380.79,0
2025-01-25 13:35:44.019029,P009,North,29,275.82,1
2025-01-25 13:35:44.019029,P010,North,116,273.45,0
2025-01-26 13:35:44.019029,P001,West,135,327.36,0
2025-01-26 13:35:44.019029,P002,South,22,157.34,0
2025-01-26 13:35:44.019029,P003,South,131,354.24,0
2025-01-26 13:35:44.019029,P004,West,52,60.88,1
2025-01-26 13:35:44.019029,P005,North,125,471.72,0
2025-01-26 13:35:44.019029,P006,West,134,442.93,0
2025-01-26 13:35:44.019029,P007,West,41,432.26,0
2025-01-26 13:35:44.019029,P008,North,185,363.51,0
2025-01-26 13:35:44.019029,P009,East,124,165.88,0
2025-01-26 13:35:44.019029,P010,North,117,122.96,1
2025-01-27 13:35:44.019029,P001,East,129,226.27,0
2025-01-27 13:35:44.019029,P002,South,159,163.56,0
2025-01-27 13:35:44.019029,P003,South,98,89.0,0
2025-01-27 13:35:44.019029,P004,West,102,371.71,0
2025-01-27 13:35:44.019029,P005,East,50,233.23,0
2025-01-27 13:35:44.019029,P006,West,71,118.11,1
2025-01-27 13:35:44.019029,P007,East,128,179.44,0
2025-01-27 13:35:44.019029,P008,East,74,221.32,0
2025-01-27 13:35:44.019029,P009,South,172,166.8,1
2025-01-27 13:35:44.019029,P010,North,145,342.46,0
2025-01-28 13:35:44.019029,P001,East,85,417.6,0
2025-01-28 13:35:44.019029,P002,South,33,169.85,0
2025-01-28 13:35:44.019029,P003,West,188,493.5,0
2025-01-28 13:35:44.019029,P004,North,195,201.08,0
2025-01-28 13:35:44.019029,P005,East,174,268.1,0
2025-01-28 13:35:44.019029,P006,West,68,458.74,1
2025-01-28 13:35:44.019029,P007,South,182,395.62,0
2025-01-28 13:35:44.019029,P008,East,196,401.41,0
2025-01-28 13:35:44.019029,P009,West,62,401.14,0
2025-01-28 13:35:44.019029,P010,North,69,278.96,1
2025-01-29 13:35:44.019029,P001,West,86,56.87,0
2025-01-29 13:35:44.019029,P002,South,138,444.92,0
2025-01-29 13:35:44.019029,P003,South,172,393.93,0
2025-01-29 13:35:44.019029,P004,South,20,340.46,0
2025-01-29 13:35:44.019029,P005,North,47,427.73,0
2025-01-29 13:35:44.019029,P006,North,185,289.14,0
2025-01-29 13:35:44.019029,P007,South,146,364.22,1
2025-01-29 13:35:44.019029,P008,East,197,84.78,0
2025-01-29 13:35:44.019029,P009,South,60,308.43,0
2025-01-29 13:35:44.019029,P010,East,171,255.14,0
2025-01-30 13:35:44.019029,P001,East,54,337.62,0
2025-01-30 13:35:44.019029,P002,West,21,471.55,0
2025-01-30 13:35:44.019029,P003,North,83,73.74,0
2025-01-30 13:35:44.019029,P004,West,108,240.12,0
2025-01-30 13:35:44.019029,P005,West,161,461.75,0
2025-01-30 13:35:44.019029,P006,East,22,447.26,0
2025-01-30 13:35:44.019029,P007,North,114,88.12,1
2025-01-30 13:35:44.019029,P008,West,131,141.54,1
2025-01-30 13:35:44.019029,P009,West,135,102.45,1
2025-01-30 13:35:44.019029,P010,West,82,210.31,0
2025-01-31 13:35:44.019029,P001,South,33,237.94,0
2025-01-31 13:35:44.019029,P002,South,160,98.0,0
2025-01-31 13:35:44.019029,P003,West,66,463.06,0
2025-01-31 13:35:44.019029,P004,South,43,55.15,0
2025-01-31 13:35:44.019029,P005,South,68,244.71,0
2025-01-31 13:35:44.019029,P006,East,69,141.33,0
2025-01-31 13:35:44.019029,P007,North,71,285.97,0
2025-01-31 13:35:44.019029,P008,South,118,308.86,1
2025-01-31 13:35:44.019029,P009,North,138,393.6,1
2025-01-31 13:35:44.019029,P010,East,111,380.68,0
2025-02-01 13:35:44.019029,P001,East,192,178.62,0
2025-02-01 13:35:44.019029,P002,West,175,354.23,0
2025-02-01 13:35:44.019029,P003,West,113,173.43,0
2025-02-01 13:35:44.019029,P004,West,50,448.64,0
2025-02-01 13:35:44.019029,P005,East,95,176.45,0
2025-02-01 13:35:44.019029,P006,East,55,188.3,0
2025-02-01 13:35:44.019029,P007,North,140,174.37,1
2025-02-01 13:35:44.019029,P008,North,176,66.6,0
2025-02-01 13:35:44.019029,P009,North,121,315.28,0
2025-02-01 13:35:44.019029,P010,North,148,91.04,0
2025-02-02 13:35:44.019029,P001,South,127,375.81,0
2025-02-02 13:35:44.019029,P002,East,131,115.67,0
2025-02-02 13:35:44.019029,P003,East,37,459.22,0
2025-02-02 13:35:44.019029,P004,West,181,187.15,0
2025-02-02 13:35:44.019029,P005,South,179,346.2,0
2025-02-02 13:35:44.019029,P006,North,129,418.96,0
2025-02-02 13:35:44.019029,P007,North,91,169.85,1
2025-02-02 13:35:44.019029,P008,West,26,73.67,0
2025-02-02 13:35:44.019029,P009,West,87,344.91,0
2025-02-02 13:35:44.019029,P010,East,193,138.93,0
2025-02-03 13:35:44.019029,P001,West,133,269.34,1
2025-02-03 13:35:44.019029,P002,North,45,439.26,0
2025-02-03 13:35:44.019029,P003,South,182,451.2,0
2025-02-03 13:35:44.019029,P004,South,127,460.45,0
2025-02-03 13:35:44.019029,P005,West,108,110.08,0
2025-02-03 13:35:44.019029,P006,East,53,272.38,0
2025-02-03 13:35:44.019029,P007,West,88,142.95,0
2025-02-03 13:35:44.019029,P008,South,128,317.68,0
2025-02-03 13:35:44.019029,P009,North,68,213.39,1
2025-02-03 13:35:44.019029,P010,West,35,262.22,0
2025-02-04 13:35:44.019029,P001,North,49,174.73,0
2025-02-04 13:35:44.019029,P002,North,84,318.18,1
2025-02-04 13:35:44.019029,P003,North,55,50.09,0
2025-02-04 13:35:44.019029,P004,South,67,307.02,0
2025-02-04 13:35:44.019029,P005,South,51,100.18,0
2025-02-04 13:35:44.019029,P006,South,122,166.91,0
2025-02-04 13:35:44.019029,P007,East,197,59.94,0
2025-02-04 13:35:44.019029,P008,North,100,116.43,0
2025-02-04 13:35:44.019029,P009,North,89,57.97,0
2025-02-04 13:35:44.019029,P010,East,150,395.95,1
2025-02-05 13:35:44.019029,P001,East,80,320.49,0
2025-02-05 13:35:44.019029,P002,North,32,371.57,0
2025-02-05 13:35:44.019029,P003,East,136,134.8,1
2025-02-05 13:35:44.019029,P004,East,198,88.33,0
2025-02-05 13:35:44.019029,P005,South,59,461.16,0
2025-02-05 13:35:44.019029,P006,North,26,265.09,0
2025-02-05 13:35:44.019029,P007,West,36,65.39,0
2025-02-05 13:35:44.019029,P008,North,115,245.49,0
2025-02-05 13:35:44.019029,P009,South,127,300.62,0
2025-02-05 13:35:44.019029,P010,South,114,274.97,0
2025-02-06 13:35:44.019029,P001,East,190,53.72,0
2025-02-06 13:35:44.019029,P002,West,147,71.11,0
2025-02-06 13:35:44.019029,P003,West,170,158.18,0
2025-02-06 13:35:44.019029,P004,South,49,125.5,1
2025-02-06 13:35:44.019029,P005,North,181,160.8,0
2025-02-06 13:35:44.019029,P006,North,190,409.41,0
2025-02-06 13:35:44.019029,P007,East,45,161.92,0
2025-02-06 13:35:44.019029,P008,East,140,102.3,0
2025-02-06 13:35:44.019029,P009,South,169,287.82,0
2025-02-06 13:35:44.019029,P010,North,179,149.29,0
2025-02-07 13:35:44.019029,P001,South,71,483.8,0
2025-02-07 13:35:44.019029,P002,South,22,104.09,1
2025-02-07 13:35:44.019029,P003,West,80,244.7,0
2025-02-07 13:35:44.019029,P004,North,63,331.01,0
2025-02-07 13:35:44.019029,P005,East,112,362.05,0
2025-02-07 13:35:44.019029,P006,East,73,316.14,0
2025-02-07 13:35:44.019029,P007,East,93,85.27,1
2025-02-07 13:35:44.019029,P008,North,151,490.68,0
2025-02-07 13:35:44.019029,P009,South,161,286.86,1
2025-02-07 13:35:44.019029,P010,North,178,254.74,0
2025-02-08 13:35:44.019029,P001,East,20,454.01,0
2025-02-08 13:35:44.019029,P002,East,27,486.18,0
2025-02-08 13:35:44.019029,P003,West,151,225.49,0
2025-02-08 13:35:44.019029,P004,East,91,473.64,0
2025-02-08 13:35:44.019029,P005,West,66,485.3,1
2025-02-08 13:35:44.019029,P006,North,143,432.76,0
2025-02-08 13:35:44.019029,P007,South,193,163.31,0
2025-02-08 13:35:44.019029,P008,West,84,339.17,0
2025-02-08 13:35:44.019029,P009,East,54,68.54,0
2025-02-08 13:35:44.019029,P010,East,145,271.07,0
2025-02-09 13:35:44.019029,P001,East,38,397.83,0
2025-02-09 13:35:44.019029,P002,North,113,292.03,1
2025-02-09 13:35:44.019029,P003,South,22,399.61,1
2025-02-09 13:35:44.019029,P004,South,175,368.02,1
2025-02-09 13:35:44.019029,P005,West,100,185.68,0
2025-02-09 13:35:44.019029,P006,South,198,181.29,0
2025-02-09 13:35:44.019029,P007,North,128,222.03,0
2025-02-09 13:35:44.019029,P008,West,22,428.71,0
2025-02-09 13:35:44.019029,P009,East,191,424.97,1
2025-02-09 13:35:44.019029,P010,West,156,415.18,0
2025-02-10 13:35:44.019029,P001,North,26,425.99,1
2025-02-10 13:35:44.019029,P002,East,52,287.05,0
2025-02-10 13:35:44.019029,P003,South,106,367.15,1
2025-02-10 13:35:44.019029,P004,West,50,85.59,1
2025-02-10 13:35:44.019029,P005,North,102,177.26,1
2025-02-10 13:35:44.019029,P006,North,123,319.61,0
2025-02-10 13:35:44.019029,P007,West,132,439.33,0
2025-02-10 13:35:44.019029,P008,East,102,212.36,0
2025-02-10 13:35:44.019029,P009,West,31,393.94,0
2025-02-10 13:35:44.019029,P010,East,112,95.42,0
2025-02-11 13:35:44.019029,P001,North,174,473.47,0
2025-02-11 13:35:44.019029,P002,East,113,164.71,0
2025-02-11 13:35:44.019029,P003,East,182,440.37,0
2025-02-11 13:35:44.019029,P004,North,130,140.97,0
2025-02-11 13:35:44.019029,P005,East,54,413.71,1
2025-02-11 13:35:44.019029,P006,West,112,353.86,0
2025-02-11 13:35:44.019029,P007,North,37,168.01,0
2025-02-11 13:35:44.019029,P008,North,20,161.85,0
2025-02-11 13:35:44.019029,P009,West,93,470.59,0
2025-02-11 13:35:44.019029,P010,South,82,345.8,0
2025-02-12 13:35:44.019029,P001,East,24,425.73,1
2025-02-12 13:35:44.019029,P002,South,84,186.22,0
2025-02-12 13:35:44.019029,P003,South,167,212.55,0
2025-02-12 13:35:44.019029,P004,East,40,376.54,0
2025-02-12 13:35:44.019029,P005,West,115,166.41,0
2025-02-12 13:35:44.019029,P006,North,65,80.9,0
2025-02-12 13:35:44.019029,P007,North,143,167.03,0
2025-02-12 13:35:44.019029,P008,North,133,120.07,0
2025-02-12 13:35:44.019029,P009,North,63,387.73,0
2025-02-12 13:35:44.019029,P010,South,139,228.77,1
2025-02-13 13:35:44.019029,P001,West,20,476.9,0
2025-02-13 13:35:44.019029,P002,North,89,486.42,0
2025-02-13 13:35:44.019029,P003,West,75,334.45,1
2025-02-13 13:35:44.019029,P004,East,154,161.83,0
2025-02-13 13:35:44.019029,P005,North,42,268.78,1
2025-02-13 13:35:44.019029,P006,South,107,198.02,0
2025-02-13 13:35:44.019029,P007,South,127,492.57,0
2025-02-13 13:35:44.019029,P008,East,109,430.77,0
2025-02-13 13:35:44.019029,P009,West,97,472.78,0
2025-02-13 13:35:44.019029,P010,South,55,116.87,0
2025-02-14 13:35:44.019029,P001,North,82,115.61,0
2025-02-14 13:35:44.019029,P002,East,53,316.82,0
2025-02-14 13:35:44.019029,P003,West,177,471.86,0
2025-02-14 13:35:44.019029,P004,West,132,61.08,0
2025-02-14 13:35:44.019029,P005,South,125,245.96,0
2025-02-14 13:35:44.019029,P006,South,142,377.96,0
2025-02-14 13:35:44.019029,P007,North,107,227.76,1
2025-02-14 13:35:44.019029,P008,South,41,313.93,0
2025-02-14 13:35:44.019029,P009,North,192,256.41,0
2025-02-14 13:35:44.019029,P010,West,157,62.36,0
2025-02-15 13:35:44.019029,P001,North,179,102.88,0
2025-02-15 13:35:44.019029,P002,East,199,120.89,0
2025-02-15 13:35:44.019029,P003,South,158,493.22,0
2025-02-15 13:35:44.019029,P004,South,186,255.6,0
2025-02-15 13:35:44.019029,P005,South,25,486.81,0
2025-02-15 13:35:44.019029,P006,East,177,482.68,0
2025-02-15 13:35:44.019029,P007,East,83,229.52,1
2025-02-15 13:35:44.019029,P008,South,44,355.22,0
2025-02-15 13:35:44.019029,P009,South,73,458.48,0
2025-02-15 13:35:44.019029,P010,East,99,124.71,0
2025-02-16 13:35:44.019029,P001,West,98,383.03,0
2025-02-16 13:35:44.019029,P002,North,128,130.29,0
2025-02-16 13:35:44.019029,P003,West,136,387.5,0
2025-02-16 13:35:44.019029,P004,East,68,302.43,1
2025-02-16 13:35:44.019029,P005,West,94,254.94,0
2025-02-16 13:35:44.019029,P006,West,148,259.31,0
2025-02-16 13:35:44.019029,P007,North,48,148.35,0
2025-02-16 13:35:44.019029,P008,South,40,460.93,0
2025-02-16 13:35:44.019029,P009,South,34,121.07,0
2025-02-16 13:35:44.019029,P010,East,48,88.17,0
2025-02-17 13:35:44.019029,P001,East,184,237.9,0
2025-02-17 13:35:44.019029,P002,West,156,422.37,1
2025-02-17 13:35:44.019029,P003,North,151,433.89,0
2025-02-17 13:35:44.019029,P004,East,40,138.16,0
2025-02-17 13:35:44.019029,P005,East,180,332.56,0
2025-02-17 13:35:44.019029,P006,West,160,399.71,0
2025-02-17 13:35:44.019029,P007,East,77,357.24,0
2025-02-17 13:35:44.019029,P008,North,115,489.72,0
2025-02-17 13:35:44.019029,P009,South,23,403.52,0
2025-02-17 13:35:44.019029,P010,West,86,211.4,0
2025-02-18 13:35:44.019029,P001,South,51,347.64,1
2025-02-18 13:35:44.019029,P002,North,196,64.31,0
2025-02-18 13:35:44.019029,P003,East,43,67.45,1
2025-02-18 13:35:44.019029,P004,South,28,86.13,0
2025-02-18 13:35:44.019029,P005,North,196,194.25,0
2025-02-18 13:35:44.019029,P006,West,91,340.93,1
2025-02-18 13:35:44.019029,P007,South,93,286.09,0
2025-02-18 13:35:44.019029,P008,West,179,419.58,0
2025-02-18 13:35:44.019029,P009,South,183,192.92,0
2025-02-18 13:35:44.019029,P010,South,158,248.91,0
2025-02-19 13:35:44.019029,P001,South,191,452.48,1
2025-02-19 13:35:44.019029,P002,East,100,363.4,0
2025-02-19 13:35:44.019029,P003,North,31,202.67,1
2025-02-19 13:35:44.019029,P004,East,42,255.84,0
2025-02-19 13:35:44.019029,P005,West,58,365.95,0
2025-02-19 13:35:44.019029,P006,West,119,438.97,0
2025-02-19 13:35:44.019029,P007,South,63,197.69,0
2025-02-19 13:35:44.019029,P008,East,164,256.58,0
2025-02-19 13:35:44.019029,P009,South,34,314.02,0
2025-02-19 13:35:44.019029,P010,West,187,498.37,1
2025-02-20 13:35:44.019029,P001,West,124,491.23,1
2025-02-20 13:35:44.019029,P002,East,159,76.66,0
2025-02-20 13:35:44.019029,P003,South,39,288.12,0
2025-02-20 13:35:44.019029,P004,South,71,234.78,0
2025-02-20 13:35:44.019029,P005,South,56,246.61,0
2025-02-20 13:35:44.019029,P006,South,26,285.54,0
2025-02-20 13:35:44.019029,P007,South,170,241.96,1
2025-02-20 13:35:44.019029,P008,East,44,319.99,1
2025-02-20 13:35:44.019029,P009,South,38,201.63,0
2025-02-20 13:35:44.019029,P010,West,20,192.61,0
2025-02-21 13:35:44.019029,P001,North,150,187.3,1
2025-02-21 13:35:44.019029,P002,South,197,116.47,0
2025-02-21 13:35:44.019029,P003,West,97,248.94,0
2025-02-21 13:35:44.019029,P004,West,116,153.66,0
2025-02-21 13:35:44.019029,P005,North,55,419.33,1
2025-02-21 13:35:44.019029,P006,East,167,228.83,0
2025-02-21 13:35:44.019029,P007,South,175,118.61,0
2025-02-21 13:35:44.019029,P008,West,169,301.94,0
2025-02-21 13:35:44.019029,P009,East,157,141.17,0
2025-02-21 13:35:44.019029,P010,North,123,370.73,0
2025-02-22 13:35:44.019029,P001,West,123,291.5,0
2025-02-22 13:35:44.019029,P002,North,139,198.49,0
2025-02-22 13:35:44.019029,P003,North,154,270.24,0
2025-02-22 13:35:44.019029,P004,East,103,489.56,0
2025-02-22 13:35:44.019029,P005,South,63,168.04,1
2025-02-22 13:35:44.019029,P006,West,72,353.64,0
2025-02-22 13:35:44.019029,P007,North,154,361.57,1
2025-02-22 13:35:44.019029,P008,East,50,92.15,0
2025-02-22 13:35:44.019029,P009,South,114,438.49,0
2025-02-22 13:35:44.019029,P010,West,174,66.96,0
2025-02-23 13:35:44.019029,P001,West,136,304.95,0
2025-02-23 13:35:44.019029,P002,West,50,348.02,0
2025-02-23 13:35:44.019029,P003,South,172,108.18,0
2025-02-23 13:35:44.019029,P004,North,123,302.01,0
2025-02-23 13:35:44.019029,P005,South,66,296.23,1
2025-02-23 13:35:44.019029,P006,North,192,61.81,0
2025-02-23 13:35:44.019029,P007,West,197,468.72,0
2025-02-23 13:35:44.019029,P008,East,96,187.59,0
2025-02-23 13:35:44.019029,P009,East,115,470.99,0
2025-02-23 13:35:44.019029,P010,South,114,189.03,0
2025-02-24 13:35:44.019029,P001,East,47,190.59,0
2025-02-24 13:35:44.019029,P002,East,124,271.39,0
2025-02-24 13:35:44.019029,P003,South,134,495.81,1
2025-02-24 13:35:44.019029,P004,West,56,174.94,0
2025-02-24 13:35:44.019029,P005,South,179,81.4,0
2025-02-24 13:35:44.019029,P006,East,82,239.7,1
2025-02-24 13:35:44.019029,P007,South,76,245.14,0
2025-02-24 13:35:44.019029,P008,East,171,216.24,1
2025-02-24 13:35:44.019029,P009,West,39,212.88,0
2025-02-24 13:35:44.019029,P010,West,183,119.59,0
2025-02-25 13:35:44.019029,P001,North,41,423.68,0
2025-02-25 13:35:44.019029,P002,East,117,106.45,0
2025-02-25 13:35:44.019029,P003,South,149,341.34,1
2025-02-25 13:35:44.019029,P004,East,141,421.16,0
2025-02-25 13:35:44.019029,P005,South,167,476.27,0
2025-02-25 13:35:44.019029,P006,West,102,106.61,1
2025-02-25 13:35:44.019029,P007,West,96,211.92,0
2025-02-25 13:35:44.019029,P008,South,115,458.95,1
2025-02-25 13:35:44.019029,P009,South,142,120.0,0
2025-02-25 13:35:44.019029,P010,East,177,129.59,0
2025-02-26 13:35:44.019029,P001,South,135,237.26,0
