date,product_id,planned_qty,produced_qty,machine_utilization,downtime_hours
2025-01-18 13:35:44.019029,P010,242,225,72.49,3.22
2025-01-19 13:35:44.019029,P001,210,51,72.96,1.68
2025-01-19 13:35:44.019029,P002,259,309,75.19,3.24
2025-01-19 13:35:44.019029,P003,265,272,61.83,0.66
2025-01-19 13:35:44.019029,P004,141,107,85.87,2.2
2025-01-19 13:35:44.019029,P005,268,241,85.45,0.2
2025-01-19 13:35:44.019029,P006,51,185,77.77,0.99
2025-01-19 13:35:44.019029,P007,239,297,83.08,0.52
2025-01-19 13:35:44.019029,P008,168,155,84.78,4.12
2025-01-19 13:35:44.019029,P009,222,41,92.94,2.38
2025-01-19 13:35:44.019029,P010,137,167,93.58,3.53
2025-01-20 13:35:44.019029,P001,206,296,98.87,3.37
2025-01-20 13:35:44.019029,P002,171,67,85.11,0.95
2025-01-20 13:35:44.019029,P003,219,120,64.43,4.75
2025-01-20 13:35:44.019029,P004,235,112,87.82,4.58
2025-01-20 13:35:44.019029,P005,293,196,78.87,1.78
2025-01-20 13:35:44.019029,P006,149,295,66.91,4.1
2025-01-20 13:35:44.019029,P007,266,157,73.87,3.3
2025-01-20 13:35:44.019029,P008,204,130,63.82,0.1
2025-01-20 13:35:44.019029,P009,273,276,86.21,0.31
2025-01-20 13:35:44.019029,P010,181,75,68.09,3.19
2025-01-21 13:35:44.019029,P001,155,307,91.58,4.77
2025-01-21 13:35:44.019029,P002,74,250,71.8,2.84
2025-01-21 13:35:44.019029,P003,226,78,76.47,1.46
2025-01-21 13:35:44.019029,P004,214,151,73.53,2.03
2025-01-21 13:35:44.019029,P005,229,59,72.71,0.28
2025-01-21 13:35:44.019029,P006,109,276,88.6,1.37
2025-01-21 13:35:44.019029,P007,298,285,94.79,1.84
2025-01-21 13:35:44.019029,P008,199,269,92.89,1.64
2025-01-21 13:35:44.019029,P009,57,73,99.32,1.94
2025-01-21 13:35:44.019029,P010,188,52,69.13,2.65
2025-01-22 13:35:44.019029,P001,132,256,73.43,2.58
2025-01-22 13:35:44.019029,P002,193,287,93.71,2.54
2025-01-22 13:35:44.019029,P003,210,289,87.99,1.14
2025-01-22 13:35:44.019029,P004,249,283,68.05,3.26
2025-01-22 13:35:44.019029,P005,295,117,60.54,4.61
2025-01-22 13:35:44.019029,P006,290,150,64.18,4.06
2025-01-22 13:35:44.019029,P007,230,217,93.55,4.7
2025-01-22 13:35:44.019029,P008,243,186,76.58,2.48
2025-01-22 13:35:44.019029,P009,277,249,80.78,0.06
2025-01-22 13:35:44.019029,P010,266,147,94.63,2.32
2025-01-23 13:35:44.019029,P001,166,171,71.36,2.2
2025-01-23 13:35:44.019029,P002,57,235,88.02,4.16
2025-01-23 13:35:44.019029,P003,211,290,91.39,1.23
2025-01-23 13:35:44.019029,P004,131,68,97.07,1.43
2025-01-23 13:35:44.019029,P005,212,286,80.42,4.72
2025-01-23 13:35:44.019029,P006,233,290,80.09,1.38
2025-01-23 13:35:44.019029,P007,214,220,60.8,1.9
2025-01-23 13:35:44.019029,P008,164,122,95.33,0.04
2025-01-23 13:35:44.019029,P009,79,84,79.58,1.84
2025-01-23 13:35:44.019029,P010,280,276,75.2,4.04
2025-01-24 13:35:44.019029,P001,273,72,74.71,0.69
2025-01-24 13:35:44.019029,P002,140,281,71.47,0.56
2025-01-24 13:35:44.019029,P003,293,228,73.97,1.82
2025-01-24 13:35:44.019029,P004,180,158,80.08,2.12
2025-01-24 13:35:44.019029,P005,272,46,64.0,3.62
2025-01-24 13:35:44.019029,P006,112,117,69.07,0.59
2025-01-24 13:35:44.019029,P007,293,275,81.41,3.6
2025-01-24 13:35:44.019029,P008,125,46,79.02,4.98
2025-01-24 13:35:44.019029,P009,112,277,86.52,2.96
2025-01-24 13:35:44.019029,P010,205,118,64.92,2.24
2025-01-25 13:35:44.019029,P001,186,123,95.99,1.27
2025-01-25 13:35:44.019029,P002,292,250,76.03,0.21
2025-01-25 13:35:44.019029,P003,92,192,88.04,0.55
2025-01-25 13:35:44.019029,P004,95,212,88.93,0.55
2025-01-25 13:35:44.019029,P005,154,215,71.44,1.75
2025-01-25 13:35:44.019029,P006,93,297,62.17,2.87
2025-01-25 13:35:44.019029,P007,55,201,65.26,3.61
2025-01-25 13:35:44.019029,P008,281,195,85.45,0.59
2025-01-25 13:35:44.019029,P009,175,244,99.72,4.38
2025-01-25 13:35:44.019029,P010,135,207,65.54,3.32
2025-01-26 13:35:44.019029,P001,74,146,64.1,1.96
2025-01-26 13:35:44.019029,P002,269,244,98.6,2.38
2025-01-26 13:35:44.019029,P003,148,141,65.26,3.44
2025-01-26 13:35:44.019029,P004,295,173,97.02,1.27
2025-01-26 13:35:44.019029,P005,162,74,76.04,2.27
2025-01-26 13:35:44.019029,P006,269,130,71.4,2.74
2025-01-26 13:35:44.019029,P007,290,58,71.71,3.31
2025-01-26 13:35:44.019029,P008,124,260,75.6,0.62
2025-01-26 13:35:44.019029,P009,75,147,89.79,0.31
2025-01-26 13:35:44.019029,P010,285,301,79.91,4.37
2025-01-27 13:35:44.019029,P001,87,41,74.59,2.52
2025-01-27 13:35:44.019029,P002,74,304,94.54,1.12
2025-01-27 13:35:44.019029,P003,189,85,83.33,2.26
2025-01-27 13:35:44.019029,P004,222,56,91.11,1.88
2025-01-27 13:35:44.019029,P005,194,148,96.71,4.61
2025-01-27 13:35:44.019029,P006,105,229,92.54,0.77
2025-01-27 13:35:44.019029,P007,121,212,72.06,1.67
2025-01-27 13:35:44.019029,P008,68,256,71.14,4.86
2025-01-27 13:35:44.019029,P009,219,272,96.99,0.83
2025-01-27 13:35:44.019029,P010,287,197,89.97,4.6
2025-01-28 13:35:44.019029,P001,61,58,94.52,1.39
2025-01-28 13:35:44.019029,P002,82,66,89.73,0.35
2025-01-28 13:35:44.019029,P003,203,77,62.3,2.02
2025-01-28 13:35:44.019029,P004,76,96,68.86,3.75
2025-01-28 13:35:44.019029,P005,164,217,79.76,4.73
2025-01-28 13:35:44.019029,P006,173,189,70.45,1.55
2025-01-28 13:35:44.019029,P007,262,293,63.22,4.07
2025-01-28 13:35:44.019029,P008,214,200,98.23,3.9
2025-01-28 13:35:44.019029,P009,51,209,82.6,4.23
2025-01-28 13:35:44.019029,P010,94,105,93.37,2.06
2025-01-29 13:35:44.019029,P001,86,132,89.73,3.11
2025-01-29 13:35:44.019029,P002,235,51,64.91,3.35
2025-01-29 13:35:44.019029,P003,191,163,99.68,1.56
2025-01-29 13:35:44.019029,P004,147,307,78.51,3.81
2025-01-29 13:35:44.019029,P005,151,285,73.97,3.12
2025-01-29 13:35:44.019029,P006,138,180,79.52,2.96
2025-01-29 13:35:44.019029,P007,183,192,71.21,0.89
2025-01-29 13:35:44.019029,P008,195,269,80.0,2.5
2025-01-29 13:35:44.019029,P009,284,265,90.79,2.55
2025-01-29 13:35:44.019029,P010,192,213,70.65,1.29
2025-01-30 13:35:44.019029,P001,151,83,86.41,2.34
2025-01-30 13:35:44.019029,P002,213,272,93.03,1.04
2025-01-30 13:35:44.019029,P003,202,278,85.45,0.97
2025-01-30 13:35:44.019029,P004,211,208,86.27,0.94
2025-01-30 13:35:44.019029,P005,246,127,62.31,2.64
2025-01-30 13:35:44.019029,P006,235,88,68.31,4.4
2025-01-30 13:35:44.019029,P007,207,117,63.87,0.18
2025-01-30 13:35:44.019029,P008,294,103,83.11,1.06
2025-01-30 13:35:44.019029,P009,162,239,67.83,2.37
2025-01-30 13:35:44.019029,P010,284,278,84.95,3.1
2025-01-31 13:35:44.019029,P001,149,72,62.03,4.61
2025-01-31 13:35:44.019029,P002,280,232,90.81,1.14
2025-01-31 13:35:44.019029,P003,230,61,94.52,3.25
2025-01-31 13:35:44.019029,P004,50,263,82.11,0.75
2025-01-31 13:35:44.019029,P005,164,260,82.76,2.87
2025-01-31 13:35:44.019029,P006,224,161,73.17,2.56
2025-01-31 13:35:44.019029,P007,119,220,73.05,0.29
2025-01-31 13:35:44.019029,P008,151,267,79.0,3.93
2025-01-31 13:35:44.019029,P009,278,125,60.36,4.89
2025-01-31 13:35:44.019029,P010,57,258,60.19,4.58
2025-02-01 13:35:44.019029,P001,69,270,61.9,4.14
2025-02-01 13:35:44.019029,P002,215,227,75.71,0.97
2025-02-01 13:35:44.019029,P003,215,275,98.7,1.92
2025-02-01 13:35:44.019029,P004,189,259,96.68,2.33
2025-02-01 13:35:44.019029,P005,149,151,88.26,2.22
2025-02-01 13:35:44.019029,P006,241,209,85.25,0.81
2025-02-01 13:35:44.019029,P007,166,156,81.46,1.28
2025-02-01 13:35:44.019029,P008,265,258,60.9,4.81
2025-02-01 13:35:44.019029,P009,119,149,74.93,0.19
2025-02-01 13:35:44.019029,P010,52,81,90.94,4.58
2025-02-02 13:35:44.019029,P001,183,156,91.08,3.62
2025-02-02 13:35:44.019029,P002,107,299,97.94,4.01
2025-02-02 13:35:44.019029,P003,232,204,90.51,4.84
2025-02-02 13:35:44.019029,P004,194,287,98.4,3.89
2025-02-02 13:35:44.019029,P005,179,157,61.4,1.3
2025-02-02 13:35:44.019029,P006,281,251,98.85,4.8
2025-02-02 13:35:44.019029,P007,246,48,74.63,0.89
2025-02-02 13:35:44.019029,P008,179,142,80.45,3.3
2025-02-02 13:35:44.019029,P009,161,57,67.79,3.71
2025-02-02 13:35:44.019029,P010,224,300,98.42,1.29
2025-02-03 13:35:44.019029,P001,258,139,68.73,2.22
2025-02-03 13:35:44.019029,P002,211,164,66.05,1.13
2025-02-03 13:35:44.019029,P003,164,309,87.27,4.32
2025-02-03 13:35:44.019029,P004,229,290,65.25,1.76
2025-02-03 13:35:44.019029,P005,271,211,94.7,2.89
2025-02-03 13:35:44.019029,P006,108,172,73.93,0.74
2025-02-03 13:35:44.019029,P007,203,299,61.64,4.56
2025-02-03 13:35:44.019029,P008,208,140,88.76,0.74
2025-02-03 13:35:44.019029,P009,140,103,67.05,4.35
2025-02-03 13:35:44.019029,P010,77,195,85.59,3.26
2025-02-04 13:35:44.019029,P001,248,99,66.61,4.33
2025-02-04 13:35:44.019029,P002,202,169,98.91,3.18
2025-02-04 13:35:44.019029,P003,162,125,84.69,2.69
2025-02-04 13:35:44.019029,P004,269,195,88.89,0.8
2025-02-04 13:35:44.019029,P005,246,218,63.48,2.24
2025-02-04 13:35:44.019029,P006,51,149,63.03,1.05
2025-02-04 13:35:44.019029,P007,251,203,74.05,2.76
2025-02-04 13:35:44.019029,P008,168,211,93.15,2.49
2025-02-04 13:35:44.019029,P009,299,302,82.31,4.11
2025-02-04 13:35:44.019029,P010,205,241,97.79,2.54
2025-02-05 13:35:44.019029,P001,252,72,94.09,3.96
2025-02-05 13:35:44.019029,P002,207,309,62.06,2.87
2025-02-05 13:35:44.019029,P003,228,239,95.2,3.48
2025-02-05 13:35:44.019029,P004,242,58,61.7,2.95
2025-02-05 13:35:44.019029,P005,272,69,90.12,4.64
2025-02-05 13:35:44.019029,P006,166,112,89.47,1.18
2025-02-05 13:35:44.019029,P007,253,183,92.66,2.12
2025-02-05 13:35:44.019029,P008,94,179,61.1,1.66
2025-02-05 13:35:44.019029,P009,188,223,72.32,4.68
2025-02-05 13:35:44.019029,P010,187,254,75.28,0.12
2025-02-06 13:35:44.019029,P001,148,302,84.59,3.3
2025-02-06 13:35:44.019029,P002,176,181,63.19,4.33
2025-02-06 13:35:44.019029,P003,234,263,70.38,0.03
2025-02-06 13:35:44.019029,P004,280,101,82.65,2.35
2025-02-06 13:35:44.019029,P005,247,65,68.51,2.63
2025-02-06 13:35:44.019029,P006,58,259,85.24,3.13
2025-02-06 13:35:44.019029,P007,160,149,93.23,4.1
2025-02-06 13:35:44.019029,P008,128,145,62.79,1.63
2025-02-06 13:35:44.019029,P009,157,62,66.22,0.94
2025-02-06 13:35:44.019029,P010,230,273,77.7,1.68
2025-02-07 13:35:44.019029,P001,92,115,91.14,4.12
2025-02-07 13:35:44.019029,P002,64,233,94.92,2.98
2025-02-07 13:35:44.019029,P003,134,132,67.36,4.17
2025-02-07 13:35:44.019029,P004,89,82,77.55,3.24
2025-02-07 13:35:44.019029,P005,240,132,82.49,0.56
2025-02-07 13:35:44.019029,P006,195,283,83.85,2.73
2025-02-07 13:35:44.019029,P007,234,228,80.98,1.2
2025-02-07 13:35:44.019029,P008,57,263,82.46,4.16
2025-02-07 13:35:44.019029,P009,161,65,78.51,4.37
2025-02-07 13:35:44.019029,P010,212,127,91.12,0.78
2025-02-08 13:35:44.019029,P001,86,214,88.62,0.99
2025-02-08 13:35:44.019029,P002,187,144,85.56,1.82
2025-02-08 13:35:44.019029,P003,224,116,84.28,3.46
2025-02-08 13:35:44.019029,P004,217,103,68.34,3.15
2025-02-08 13:35:44.019029,P005,232,215,69.7,0.44
2025-02-08 13:35:44.019029,P006,103,198,93.15,4.19
2025-02-08 13:35:44.019029,P007,276,193,75.06,2.52
2025-02-08 13:35:44.019029,P008,99,161,68.04,4.23
2025-02-08 13:35:44.019029,P009,97,219,69.35,2.42
2025-02-08 13:35:44.019029,P010,200,184,66.08,4.97
2025-02-09 13:35:44.019029,P001,231,192,76.36,4.11
2025-02-09 13:35:44.019029,P002,72,258,98.33,0.84
2025-02-09 13:35:44.019029,P003,210,76,79.63,4.97
2025-02-09 13:35:44.019029,P004,188,196,75.15,0.87
2025-02-09 13:35:44.019029,P005,108,284,88.78,4.5
2025-02-09 13:35:44.019029,P006,217,285,73.5,2.31
2025-02-09 13:35:44.019029,P007,178,176,62.63,0.29
2025-02-09 13:35:44.019029,P008,229,45,72.9,4.42
2025-02-09 13:35:44.019029,P009,251,177,64.39,0.21
2025-02-09 13:35:44.019029,P010,288,279,94.03,3.9
2025-02-10 13:35:44.019029,P001,143,101,68.03,1.55
2025-02-10 13:35:44.019029,P002,270,40,82.73,2.31
2025-02-10 13:35:44.019029,P003,98,40,61.52,4.16
2025-02-10 13:35:44.019029,P004,159,196,63.99,2.28
2025-02-10 13:35:44.019029,P005,279,107,82.18,0.86
2025-02-10 13:35:44.019029,P006,214,171,84.65,0.29
2025-02-10 13:35:44.019029,P007,259,207,62.47,2.07
2025-02-10 13:35:44.019029,P008,211,89,68.98,3.3
2025-02-10 13:35:44.019029,P009,94,207,74.44,1.22
2025-02-10 13:35:44.019029,P010,151,176,92.59,3.84
2025-02-11 13:35:44.019029,P001,200,258,69.82,0.58
2025-02-11 13:35:44.019029,P002,269,142,80.2,4.36
2025-02-11 13:35:44.019029,P003,59,279,92.73,4.85
2025-02-11 13:35:44.019029,P004,289,200,81.23,3.95
2025-02-11 13:35:44.019029,P005,112,287,76.03,0.56
2025-02-11 13:35:44.019029,P006,168,202,79.5,1.25
2025-02-11 13:35:44.019029,P007,83,89,98.4,4.25
2025-02-11 13:35:44.019029,P008,70,298,75.33,4.5
2025-02-11 13:35:44.019029,P009,230,87,94.38,0.45
2025-02-11 13:35:44.019029,P010,152,126,62.97,3.05
2025-02-12 13:35:44.019029,P001,229,110,91.77,2.18
2025-02-12 13:35:44.019029,P002,240,177,81.38,1.07
2025-02-12 13:35:44.019029,P003,289,196,100.0,4.57
2025-02-12 13:35:44.019029,P004,262,294,81.87,2.05
2025-02-12 13:35:44.019029,P005,142,209,62.04,1.49
2025-02-12 13:35:44.019029,P006,136,103,96.61,3.23
2025-02-12 13:35:44.019029,P007,225,247,99.41,4.88
2025-02-12 13:35:44.019029,P008,118,57,81.14,1.44
2025-02-12 13:35:44.019029,P009,249,47,67.91,3.51
2025-02-12 13:35:44.019029,P010,120,66,98.53,2.98
2025-02-13 13:35:44.019029,P001,78,71,83.05,0.93
2025-02-13 13:35:44.019029,P002,81,250,83.38,4.08
2025-02-13 13:35:44.019029,P003,224,131,66.91,2.58
2025-02-13 13:35:44.019029,P004,87,192,63.96,4.12
2025-02-13 13:35:44.019029,P005,189,185,87.74,1.47
2025-02-13 13:35:44.019029,P006,208,273,62.39,0.04
2025-02-13 13:35:44.019029,P007,183,194,78.21,1.28
2025-02-13 13:35:44.019029,P008,286,82,94.91,3.18
2025-02-13 13:35:44.019029,P009,175,270,87.59,1.28
2025-02-13 13:35:44.019029,P010,288,41,90.03,4.23
2025-02-14 13:35:44.019029,P001,257,228,82.13,2.48
2025-02-14 13:35:44.019029,P002,176,152,76.98,3.2
2025-02-14 13:35:44.019029,P003,106,193,68.94,4.72
2025-02-14 13:35:44.019029,P004,169,76,86.95,4.16
2025-02-14 13:35:44.019029,P005,87,263,77.8,3.83
2025-02-14 13:35:44.019029,P006,79,82,64.54,1.95
2025-02-14 13:35:44.019029,P007,108,62,90.41,1.95
2025-02-14 13:35:44.019029,P008,256,164,93.44,0.88
2025-02-14 13:35:44.019029,P009,204,206,68.33,3.9
2025-02-14 13:35:44.019029,P010,149,143,64.45,2.08
2025-02-15 13:35:44.019029,P001,149,85,66.05,3.28
2025-02-15 13:35:44.019029,P002,232,170,88.93,0.6
2025-02-15 13:35:44.019029,P003,245,107,62.81,2.55
2025-02-15 13:35:44.019029,P004,82,298,77.24,0.55
2025-02-15 13:35:44.019029,P005,158,157,67.79,0.56
2025-02-15 13:35:44.019029,P006,180,150,68.22,2.29
2025-02-15 13:35:44.019029,P007,68,198,94.64,3.58
2025-02-15 13:35:44.019029,P008,276,227,81.28,2.33
2025-02-15 13:35:44.019029,P009,167,273,96.84,1.78
2025-02-15 13:35:44.019029,P010,188,283,91.87,0.54
2025-02-16 13:35:44.019029,P001,158,71,71.53,2.76
2025-02-16 13:35:44.019029,P002,260,82,80.88,3.71
2025-02-16 13:35:44.019029,P003,97,279,64.65,2.56
2025-02-16 13:35:44.019029,P004,51,74,66.93,1.53
2025-02-16 13:35:44.019029,P005,248,246,87.43,4.22
2025-02-16 13:35:44.019029,P006,85,104,70.81,3.85
2025-02-16 13:35:44.019029,P007,242,76,89.24,4.52
2025-02-16 13:35:44.019029,P008,199,181,89.2,0.42
2025-02-16 13:35:44.019029,P009,106,190,80.11,4.91
2025-02-16 13:35:44.019029,P010,121,135,91.46,0.89
2025-02-17 13:35:44.019029,P001,75,74,90.75,2.99
2025-02-17 13:35:44.019029,P002,246,309,83.18,0.14
2025-02-17 13:35:44.019029,P003,234,240,93.21,4.16
2025-02-17 13:35:44.019029,P004,234,115,76.45,2.64
2025-02-17 13:35:44.019029,P005,297,201,67.19,1.4
2025-02-17 13:35:44.019029,P006,159,282,79.64,4.04
2025-02-17 13:35:44.019029,P007,232,52,79.1,3.77
2025-02-17 13:35:44.019029,P008,184,65,60.11,4.34
2025-02-17 13:35:44.019029,P009,175,113,62.86,2.05
2025-02-17 13:35:44.019029,P010,65,245,77.51,1.0
2025-02-18 13:35:44.019029,P001,289,180,74.86,3.02
2025-02-18 13:35:44.019029,P002,198,120,68.41,3.83
2025-02-18 13:35:44.019029,P003,130,65,65.63,1.09
2025-02-18 13:35:44.019029,P004,101,79,77.41,2.46
2025-02-18 13:35:44.019029,P005,109,150,78.77,3.8
2025-02-18 13:35:44.019029,P006,231,298,85.71,4.98
2025-02-18 13:35:44.019029,P007,254,289,68.7,3.56
2025-02-18 13:35:44.019029,P008,259,266,93.22,3.61
2025-02-18 13:35:44.019029,P009,211,220,92.73,1.15
2025-02-18 13:35:44.019029,P010,72,213,76.07,0.54
2025-02-19 13:35:44.019029,P001,215,88,61.29,0.6
2025-02-19 13:35:44.019029,P002,181,189,71.33,4.5
2025-02-19 13:35:44.019029,P003,159,295,62.84,3.68
2025-02-19 13:35:44.019029,P004,147,176,84.15,2.77
2025-02-19 13:35:44.019029,P005,164,196,61.35,2.29
2025-02-19 13:35:44.019029,P006,65,91,96.91,2.87
2025-02-19 13:35:44.019029,P007,256,147,98.51,0.75
2025-02-19 13:35:44.019029,P008,132,218,89.53,2.91
2025-02-19 13:35:44.019029,P009,203,246,85.52,0.47
2025-02-19 13:35:44.019029,P010,139,185,77.48,4.05
2025-02-20 13:35:44.019029,P001,253,182,62.38,4.85
2025-02-20 13:35:44.019029,P002,269,140,76.99,1.32
2025-02-20 13:35:44.019029,P003,128,131,71.84,0.57
2025-02-20 13:35:44.019029,P004,53,219,93.22,4.92
2025-02-20 13:35:44.019029,P005,71,294,85.58,1.39
2025-02-20 13:35:44.019029,P006,195,179,62.76,2.0
2025-02-20 13:35:44.019029,P007,82,82,98.52,4.35
2025-02-20 13:35:44.019029,P008,80,81,76.86,4.54
2025-02-20 13:35:44.019029,P009,75,190,67.78,3.59
2025-02-20 13:35:44.019029,P010,51,44,93.64,1.0
2025-02-21 13:35:44.019029,P001,193,156,86.58,4.29
2025-02-21 13:35:44.019029,P002,180,114,68.75,1.81
2025-02-21 13:35:44.019029,P003,189,156,67.97,2.2
2025-02-21 13:35:44.019029,P004,298,104,63.78,2.57
2025-02-21 13:35:44.019029,P005,172,278,70.52,3.42
2025-02-21 13:35:44.019029,P006,252,283,98.73,0.18
2025-02-21 13:35:44.019029,P007,256,154,73.6,2.68
2025-02-21 13:35:44.019029,P008,169,81,85.34,2.11
2025-02-21 13:35:44.019029,P009,178,306,62.9,1.38
2025-02-21 13:35:44.019029,P010,236,262,74.94,1.74
2025-02-22 13:35:44.019029,P001,162,296,89.81,0.37
2025-02-22 13:35:44.019029,P002,50,211,74.14,0.55
2025-02-22 13:35:44.019029,P003,173,221,76.58,2.47
2025-02-22 13:35:44.019029,P004,243,42,64.49,0.94
2025-02-22 13:35:44.019029,P005,195,100,61.58,3.23
2025-02-22 13:35:44.019029,P006,240,59,67.79,1.86
2025-02-22 13:35:44.019029,P007,55,270,90.1,4.36
2025-02-22 13:35:44.019029,P008,287,226,97.71,4.23
2025-02-22 13:35:44.019029,P009,221,88,78.36,2.95
